,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
3102,"Haha 

Your boss got pwned by Bill Gates's AIDS virus.",0,0,0,0,1,0
1515,"Your edits to Shockwave (roller coaster) 
Please stop being a jackass, it really ruins it for all us non-vandal AOL users",0,0,1,0,0,0
752,"FUCK KIM JONG-IL AND HIS FAMILY AND HIS GRANNIES. FUCK THEM. THEY SHOULD NEVER EXIST ON EARTH. FUCK THEM. GO TO DIE! THE COUNTRY SHOULD BE DEMOLISHED BY THEIR OWN WEAPONS. THEIR ATHLETES SHOULD BE KILLED IN THE ASIAN GAMES. FUCK THEIR COUNTRY AND THEIR PEOPLE. THEY HAVE NO PENIS FOR GUYS AND NO VAGINA FOR WOMEN. THEY HAVE PENIS FOR WOMEN AND VAGINA FOR GUYS. KIM JONG-IL IS BISEXUAL. HE HAS NO BALLS. NO PENIS AND NO VAGINA. IT ISN'T HUMAN AT ALL. IT'S A FUCKING BEAST. 

 FUCK KIM JONG-IL AND HIS FAMILY AND HIS GRANNIES. FUCK THEM. THEY SHOULD NEVER EXIST ON EARTH. FUCK THEM. GO TO DIE! THE COUNTRY SHOULD BE DEMOLISHED BY THEIR OWN WEAPONS. THEIR ATHLETES SHOULD BE KILLED IN THE ASIAN GAMES. FUCK THEIR COUNTRY AND THEIR PEOPLE. THEY HAVE NO PENIS FOR GUYS AND NO VAGINA FOR WOMEN. THEY HAVE PENIS FOR WOMEN AND VAGINA FOR GUYS. KIM JONG-IL IS BISEXUAL. HE HAS NO BALLS. NO PENIS AND NO VAGINA. IT ISN'T HUMAN AT ALL. IT'S A FUCKING BEAST. 

 FUCK KIM JONG-IL AND HIS FAMILY AND HIS GRANNIES. FUCK THEM. THEY SHOULD NEVER EXIST ON EARTH. FUCK THEM. GO TO DIE! THE COUNTRY SHOULD BE DEMOLISHED BY THEIR OWN WEAPONS. THEIR ATHLETES SHOULD BE KILLED IN THE ASIAN GAMES. FUCK THEIR COUNTRY AND THEIR PEOPLE. THEY HAVE NO PENIS FOR GUYS AND NO VAGINA FOR WOMEN. THEY HAVE PENIS FOR WOMEN AND VAGINA FOR GUYS. KIM JONG-IL IS BISEXUAL. HE HAS NO BALLS. NO PENIS AND NO VAGINA. IT ISN'T HUMAN AT ALL. IT'S A FUCKING BEAST. 

 FUCK KIM JONG-IL AND HIS FAMILY AND HIS GRANNIES. FUCK THEM. THEY SHOULD NEVER EXIST ON EARTH. FUCK THEM. GO TO DIE! THE COUNTRY SHOULD BE DEMOLISHED BY THEIR OWN WEAPONS. THEIR ATHLETES SHOULD BE KILLED IN THE ASIAN GAMES. FUCK THEIR COUNTRY AND THEIR PEOPLE. THEY HAVE NO PENIS FOR GUYS AND NO VAGINA FOR WOMEN. THEY HAVE PENIS FOR WOMEN AND VAGINA FOR GUYS. KIM JONG-IL IS BISEXUAL. HE HAS NO BALLS. NO PENIS AND NO VAGINA. IT ISN'T HUMAN AT ALL. IT'S A FUCKING BEAST. 

 FUCK KIM JONG-IL AND HIS FAMILY AND HIS GRANNIES. FUCK THEM. THEY SHOULD NEVER EXIST ON EARTH. FUCK THEM. GO TO DIE! THE COUNTRY SHOULD BE DEMOLISHED BY THEIR OWN WEAPONS. THEIR ATHLETES SHOULD BE KILLED IN THE ASIAN GAMES. FUCK THEIR COUNTRY AND THEIR PEOPLE. THEY HAVE NO PENIS FOR GUYS AND NO VAGINA FOR WOMEN. THEY HAVE PENIS FOR WOMEN AND VAGINA FOR GUYS. KIM JONG-IL IS BISEXUAL. HE HAS NO BALLS. NO PENIS AND NO VAGINA. IT ISN'T HUMAN AT ALL. IT'S A FUCKING BEAST. 

 FUCK KIM JONG-IL AND HIS FAMILY AND HIS GRANNIES. FUCK THEM. THEY SHOULD NEVER EXIST ON EARTH. FUCK THEM. GO TO DIE! THE COUNTRY SHOULD BE DEMOLISHED BY THEIR OWN WEAPONS. THEIR ATHLETES SHOULD BE KILLED IN THE ASIAN GAMES. FUCK THEIR COUNTRY AND THEIR PEOPLE. THEY HAVE NO PENIS FOR GUYS AND NO VAGINA FOR WOMEN. THEY HAVE PENIS FOR WOMEN AND VAGINA FOR GUYS. KIM JONG-IL IS BISEXUAL. HE HAS NO BALLS. NO PENIS AND NO VAGINA. IT ISN'T HUMAN AT ALL. IT'S A FUCKING BEAST. 

 FUCK KIM JONG-IL AND HIS FAMILY AND HIS GRANNIES. FUCK THEM. THEY SHOULD NEVER EXIST ON EARTH. FUCK THEM. GO TO DIE! THE COUNTRY SHOULD BE DEMOLISHED BY THEIR OWN WEAPONS. THEIR ATHLETES SHOULD BE KILLED IN THE ASIAN GAMES. FUCK THEIR COUNTRY AND THEIR PEOPLE. THEY HAVE NO PENIS FOR GUYS AND NO VAGINA FOR WOMEN. THEY HAVE PENIS FOR WOMEN AND VAGINA FOR GUYS. KIM JONG-IL IS BISEXUAL. HE HAS NO BALLS. NO PENIS AND NO VAGINA. IT ISN'T HUMAN AT ALL. IT'S A FUCKING BEAST. 

 FUCK KIM JONG-IL AND HIS FAMILY AND HIS GRANNIES. FUCK THEM. THEY SHOULD NEVER EXIST ON EARTH. FUCK THEM. GO TO DIE! THE COUNTRY SHOULD BE DEMOLISHED BY THEIR OWN WEAPONS. THEIR ATHLETES SHOULD BE KILLED IN THE ASIAN GAMES. FUCK THEIR COUNTRY AND THEIR PEOPLE. THEY HAVE NO PENIS FOR GUYS AND NO VAGINA FOR WOMEN. THEY HAVE PENIS FOR WOMEN AND VAGINA FOR GUYS. KIM JONG-IL IS BISEXUAL. HE HAS NO BALLS. NO PENIS AND NO VAGINA. IT ISN'T HUMAN AT ALL. IT'S A FUCKING BEAST. 

 FUCK KIM JONG-IL AND HIS FAMILY AND HIS GRANNIES. FUCK THEM. THEY SHOULD NEVER EXIST ON EARTH. FUCK THEM. GO TO DIE! THE COUNTRY SHOULD BE DEMOLISHED BY THEIR OWN WEAPONS. THEIR ATHLETES SHOULD BE KILLED IN THE ASIAN GAMES. FUCK THEIR COUNTRY AND THEIR PEOPLE. THEY HAVE NO PENIS FOR GUYS AND NO VAGINA FOR WOMEN. THEY HAVE PENIS FOR WOMEN AND VAGINA FOR GUYS. KIM JONG-IL IS BISEXUAL. HE HAS NO BALLS. NO PENIS AND NO VAGINA. IT ISN'T HUMAN AT ALL. IT'S A FUCKING BEAST. 

 FUCK KIM JONG-IL AND HIS FAMILY AND HIS GRANNIES. FUCK THEM. THEY SHOULD NEVER EXIST ON EARTH. FUCK THEM. GO TO DIE! THE COUNTRY SHOULD BE DEMOLISHED BY THEIR OWN WEAPONS. THEIR ATHLETES SHOULD BE KILLED IN THE ASIAN GAMES. FUCK THEIR COUNTRY AND THEIR PEOPLE. THEY HAVE NO PENIS FOR GUYS AND NO VAGINA FOR WOMEN. THEY HAVE PENIS FOR WOMEN AND VAGINA FOR GUYS. KIM JONG-IL IS BISEXUAL. HE HAS NO BALLS. NO PENIS AND NO VAGINA. IT ISN'T HUMAN AT ALL. IT'S A FUCKING BEAST. 

 FUCK KIM JONG-IL AND HIS FAMILY AND HIS GRANNIES. FUCK THEM. THEY SHOULD NEVER EXIST ON EARTH. FUCK THEM. GO TO DIE! THE COUNTRY SHOULD",0,1,0,0,0,0
436,"Hey, why don't you and Joe Buck go make sweet sweet love down by the fireside you flaming faggot.",1,0,0,0,0,0
2177,"Go kill yourself 

You should be ashamed of yourself. Twoofers like you are scumbags that deserve to die. You anti-scientific assholes are destroying America.",0,0,0,1,0,0
3635,Bongwarrior is a faggot.,0,0,0,0,0,1
2033,"Stay out of my business 

Go ahead, keep it up shithead, I'll kick your ass to!!!",0,0,0,1,0,0
91,quit this site and never come back to this site ever again!''' After all wikipedia is full of lies/full of morons there.,1,0,0,0,0,0
1358,"why don't you suck my ass until your lips bleed? 

CONGRATS!  NOW YOU'VE LOST A GOOD ARTICLE AS WELL AS A READER!  I WILL NEVER COME BACK TO WIKISHIT AGAIN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",0,1,0,0,0,0
1773,"== This webpage sucks. Anyone can edit it, it is very retarded. == 

 This website SUCKS!!!!!!!",0,0,1,0,0,0
1126,"fuck you

 Picka ti Machina 

Youve been reverted, so fuck ya back

How about you vandalise my page again, ill revert it, and get your good self blocked for an extended period of time. fuck you.

i'm gonna find ya, harass ya, then fuckin kill ya because you are a fuckin gross lesbian.",0,1,0,0,0,1
3270,"== folks == 

 let me tell u fuk niggas somthin u niggas gone respect the 6 n thats the way it gon b ashes to ashes dust to dust n folks we trust n bloods we bust 7 for the seventh letter of the abcs 4 for the fourth letter u niggas dont kno shit bout g.d.s hoover we wit u nigga we still rep this shit no matter wut the crabs n slobs do r say we a nation that will never die we the ones that made this thug shit real so fuk all u crabs n slobs dizzie d. dragon",0,0,0,0,0,1
1485,piss off you son of a bitch,0,0,1,0,0,0
2931,"'''WANK WANK WANK WANK  

  
 WANK WANK WANK WANK 

  
  WANK WANK WANK WANK  

  
 WANK WANK WANK WANK  

  
 Ian Cairns is a wanker who molests little boys",0,0,0,0,1,0
3191,""" 

 ==Bias== 
 """"If left alone it will read """"Germans are murderers who only want to murder Poles."""" I am sorry if you feel that way but what are you proposing ? The history of Germany has many cases of atrocities against Poles. Nobody is claiming what you wrote, but that doesn't mean we shouldn't write about history or delete those facts.Is that what you are proposing ? Anyway your opinion isn't true since before vandalisation there sections of persecution of Poles in other countries. 
  """,0,0,0,0,0,1
2740,"== A message from  == 

 YOU S TUPID D UMB F UCK!",0,0,0,0,1,0
1167,Fuck you asshole. Allahu Akbar.,0,1,0,0,0,0
2734,"oranjblud is an idiot. stop sticking up for him, redrose64. 86.40.176.99",0,0,0,0,1,0
561,"I am chilled with everyone else, just pissed of with Mr Burnt the burner, destroyer of all things. But blocking me from doing nothing by citation? That's just illogical!",1,0,0,0,0,0
226,"HOW DARE YOU! 

How dare you accuse me of vandalism!! You have got some nerve that much i can say. The Waterloo Road article and all of its sub articles have been worked on by various members and then YOU come along and say whats right and whats wrong??? You have some cheek doing so and i tell you this for nothing - you even attempt to change ANYTHING or have anything DELETER OR REVERTED in the future that you don't know anything about - YOU WILL HAVE ONE FUCKING HELL OF A BATTLE ON DO YOU HERE ME !!!",1,0,0,0,0,0
706,FUCK YOU YOU LIKE ANGELIQUE CARRINGTON AND TAMARA HARRINGTON??????FUCK YOU ASSHOLE!!!!!!,0,1,0,0,0,0
831,""" 
 {| 
 | DICK!! width=""""50%"""" DICK!! v COCK FACE lign=""""top"""" DICK!! |fr COCK FACE m FUCKER!!!! |c FUCKER!!!! nt FUCKER!!!! r|I DICK!!  COCK FACE m DICK!!  COCK FACE  DICK!! t COCK FACE sty DICK!! soup. 
 | DICK!! width=""""50%"""" DICK!! v COCK FACE lign=""""top"""" DICK!! | 
 === DICK!!  COCK FACE r FUCKER!!!!  DICK!! you DICK!!  COCK FACE  DICK!! f COCK FACE n DICK!! of DICK!! min FUCKER!!!! stron FUCKER!!!!  DICK!! soup? DICK!! Th FUCKER!!!! n DICK!! l FUCKER!!!!  COCK FACE v FUCKER!!!!  DICK!! your DICK!! fond DICK!! t FUCKER!!!! stimoni COCK FACE ls DICK!! b FUCKER!!!! low: DICK!! === 
 |} 

 """,0,1,0,0,0,0
2772,"Vandalism 
Fuck, you're an idiot. Cult members abound. Leaving a message on a user's talk page is not vandalism, nor is removing a protection template from an article that isn't even protected.",0,0,0,0,1,0
418,"American 

Fuck you dumb American SHIT!!!!",1,1,0,0,0,1
2386,"all allied pigdogs deserve death in Auschwitz 

fuck entente",0,0,0,1,0,0
294,"Thom Calandra has been editing this space past recognition.

He is a busted RED HANDED securities mutt.",1,0,0,0,0,0
941,"===You are cunt, so roll over and die===",0,1,0,0,0,0
3315,JOHN HEALY IS A GAY FAGGOT!,0,0,0,0,0,1
279,"your informing pink floyd fans as to how much their band sucks,",1,0,0,0,0,0
2849,"degrassi season 8
degrassi the new season fucking sucks so much.... theyve turned it into a fucking reinacment of laguna beach or some other mtv bullshit fucking show and seriously i wont be any fucking surprised if they just cancel the goddamn show after this stupid ass season...",0,0,0,0,1,0
3277,Haha!! Prince Al-Waleed bin Talal is ashknazi jew LOL!! jews are assholes!!,0,0,0,0,0,1
3427,i dont give a fuck nigga,0,0,0,0,0,1
2393,"Fool! 
3RR
Please refrain from undoing other people's edits repeatedly. If you continue, you may be blocked from editing Wikipedia. Note that the three-revert rule prohibits making more than three reversions in a content dispute within a 24 hour period. Additionally, users who perform a large number of reversions in content disputes may be blocked for edit warring, even if they do not technically violate the three-revert rule. Rather than reverting, discuss disputed changes on the talk page. The revision you want is not going to be implemented by edit warring. Thank you. PTO 

You guys are on 3 reverts im on two. You guys broke the rules go die!",0,0,0,1,0,0
592,"What, you think this block will work better than your last one?  God, but you are stupid!",1,0,0,0,0,0
2840,You're such a slut.,0,0,0,0,1,0
2954,Jesus can suck my balls.,0,0,0,0,1,0
3530,"Wow, what a total whitewash of this case! It's obvious the jews at Wikipedia don't want any of this information about the higher-level satanist criminal scum government officials implicated in raping, hunting, torturing, mutilating, and murdering young children getting out. That's likely because these children were procured by jewish mafia vermin, just like jewish mafia vermin do in the Ukraine, and every other country where jew filth is allowed to fester.",0,0,0,0,0,1
3599,JP GORDON IS A JEW LOVING KIKE FAGGOT LOSER. WASTES HIS TIME ON A FREE WEBSITE FOR COCKSUCKING JEWS,0,0,0,0,0,1
700,"===i'll be damned before I let you WHITE right wing wealthy TEA BAGGERS control the world=== 
 it already happened in the 1900s but it won't happen again never again will the many kneel down before the few for favors and table scraps i'll mess u up if you try to mess with the will of the public fk u, fk ur ancestors, fk ur children u rich WHITE SLAVEHOLDER 
 FK U WHITE REPUBLICANS (in the case u are black)  U should be ashamed u supremecist asshole for siding with the white people.  This guys grandfather probably spat and fked ur grandmother in the cotton fields.  IF  U ARE BLACK AND A REPUBLICAN GO FK URSELF U MOTHER FKING retard   U ARE THE EMBODIMENT OF EVERTYHING THat is wrong with our society.  U ARE NOT WHITE, no matter how many wine tasting events and charity dinners u go to, u will still be the black fker to all the white people.  SO IN CASE U are COLORED STOP!!!  stop helping the whites, stop voting republican and right wing, stop attacking the poor and defenseless.  GO JOIN OBAMA AND THE NEED FOR change.  U JUST MADE A BIG MISTAKE MUTHER FKER; i'm gonna rape the tar out of ur account for fking w/ me stupid jew.  I'm gonna fking terrorize u like the whites did to the blacks during the 1840s.   HOPE U COMMIT SUICIDE cause u can't handle it u mother fking republican t-bag. 
 ((In the case you are democratically inclined feel free to shoot me an email and I will leave u the alone, if not i will go on every ip address i can find in my college campus/small town and fk the living tar out of u)) 
 email is (seriously):  dumbasssrepublicans@yahoo.com or republicansareevil@rocketmail.com  
 :Oh noes.",0,1,0,0,0,0
1092,"Why do you poop 

hello gasbag
I would like to fuck you up the ass",0,1,0,0,0,0
818,"eat shit, fucko 

suck my asshole, then die, horribly
I hope you get cancer",0,1,0,1,0,0
2668,"Oh just fuck you! when I get unblocked your ganna see some shyt, cuz I'm commin' foe you, and don't lye this is cuz I'm black, I'd get the police involved if I wasn't a nigger, you better unblock me now If you whant me ta stop being so black,",0,0,0,0,1,1
1966,"::::Well, it sucks to have a university to be nicknameless. And it's the first time in NCAA history that it has happened. /",0,0,1,0,0,0
879,SPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAMSPAM Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you. Fuck you.   ),0,1,0,0,0,0
650,"7

Hey you a meani head who change my fun fact about Patrick Henry
 WTF!!!
 Methinks you are homoesexual too, ahyyyyyyyeeeeee RUNNNN

your momma would be ahamed, she told me last night ***DANG***

what now ho",1,0,1,0,0,0
3072,The only thing you are persistant at you ugly bastard is fucking the TROLL''',0,0,0,0,1,0
3430,"It doesn't matter what I think.  I'm a big retarded antisemite.  I'm-a go throw myself in front of an sixteen-wheeler with the grill covered in razor wire and video-tape it for you.  People will find the lone tripod on the side of the road, see the video, think it's lulzy, then put it on YouTube for posterity.
And THAT's my last post.  WilliamH, sorry for wasting your time.  Everyone else, search 'antisemite vs. truck' on the YT in a few days.  No wait, THAT one was.  No wait, THAT one was.  No wait, THAT one was.  No wait, THAT one was.  No wait, THAT one was.  No wait, THAT one was.  No wait, THAT one was.  No wait, THAT one was.  No wait, THAT one was.  No wait, THAT one was.  No wait.......    Okay, THAT one was.",0,0,0,0,0,1
